branch_id,occupancy_date,predicted_occupancy_pct,ci_lower,ci_upper
1,2017-09-14,32.33829009402457,3.4995368523659405,59.809799735063
1,2017-09-15,33.276594476466066,3.58779366115272,60.66899179982236
1,2017-09-16,36.81784499770474,10.073140722883945,62.47776642697628
1,2017-09-17,28.941149465720365,3.468370986592182,56.0056564875115
1,2017-09-18,30.9824894015401,3.7988901024016775,57.784375113002184
1,2017-09-19,32.492067027899644,5.462987650193894,58.968667898844664
1,2017-09-20,31.903379037628522,5.040066413376765,57.058675308438524
1,2017-09-21,31.559126369425925,3.967191743138445,59.47263853332636
1,2017-09-22,32.49743075187073,3.2472068250747608,58.92359736329262
1,2017-09-23,36.03868127311238,9.723468579606429,63.64005722872331
1,2017-09-24,28.161985741125136,2.4138068732252083,55.67963135031554
1,2017-09-25,30.20332567695108,2.284209264606536,57.07246268874226
1,2017-09-26,31.71290330330315,4.910733449722998,59.341788191182715
1,2017-09-27,31.12421531305205,4.829771045076719,57.57501103060837
1,2017-09-28,30.77996264485015,5.43577544512502,57.0961150583168
1,2017-09-29,31.71826702728284,5.245036221713856,59.29273351880437
1,2017-09-30,35.25951754852253,8.20772718043058,63.84507349550071
1,2017-10-01,27.382822016533954,0.740895033634462,53.00400959287354
1,2017-10-02,29.42416195236488,2.931399717346407,55.726621116060095
1,2017-10-03,30.933739578721482,2.6208678488016406,57.43123075720533
1,2017-10-04,30.345051588470117,4.679129239929143,55.23511970848774
1,2017-10-05,30.000798920254145,3.1354235368368273,58.54097235179685
1,2017-10-06,30.939103302694956,4.9310835669978275,56.547931812981375
1,2017-10-07,34.48035382393633,6.495230713910714,61.3405784232548
1,2017-10-08,26.603658291946854,-1.449942136869616,52.079572870402295
1,2017-10-09,28.64499822776732,0.7401774768008336,56.591957291124864
1,2017-10-10,30.154575854136343,5.533703242299189,56.32807778105899
1,2017-10-11,29.565887863864358,1.6457628572302054,58.38123754066139
1,2017-10-12,29.221635195668256,2.093838318070005,56.703308914428916
1,2017-10-13,30.15993957810596,3.549013298170289,56.596548433507856
